...1,species,num_papers,title_abstract,infection_site,infection_site_formatted,infection_site_normalized,pred_infection_site,tp,fp,fn
198,Flabelliforma montana,1,"A new microsporidian parasite, Flabelliforma montana n.g., n.sp., infecting Phlebotomus ariasi (Diptera, Psychodidae) in France ::: Flabelliforma montana, a new microsporidian genus and species, is described from the sandfly Phlebotomus ariasi. The parasite was found in sandflies collected in the commune of Roquedur, Gard, France, and represents the first microsporidium recorded from Old World sandflies. Meronts lie in direct contact with the host cell cytoplasm and divide by binary fission or plasmotomy. Sporogonial plasmodia divide by multiple fission within a sporophorous vesicle, passing through a lobed fan-like stage before division into uninucleate sporoblasts. All stages have unpaired nuclei. Transmission is direct. Flabelliforma is one of nine genera of microsporidia with multisporous sporogony, all but one of which are currently considered to belong to one family, Pleistophoridae, but in reality are not closely related. The characters which differentiate Flabelliforma from the other multisporous genera are discussed and a key is provided for identification of the genera.",midgut (primary infection site); fat body,midgut; fat body,fat body; midgut,Flabelliforma montana n.g,0,1,2
203,Globulispora mitoportans,1,"Globulispora mitoportans n. g., n. sp., (Opisthosporidia: Microsporidia) a microsporidian parasite of daphnids with unusual spore organization and prominent mitosome-like vesicles ::: The microsporidian parasite Globulispora mitoportans, n. g., n. sp., infects the intestinal epithelium of two species of daphnids (Crustacea: Cladocera). Mature spores are thin-walled and possess a novel type of polaroplast with a conspicuous part consisting of globules that occupies a large part of the spore volume. Both developmental stages and the spores possess large, electron-lucent vesicles enveloped by a double membrane and filled with an internal web of filamentous material, corresponding structurally to microsporidian mitosomes. The SSU rRNA phylogeny places Globulispora into a specific “Enterocytospora-like” clade, part of a large “non-enterocytozoonidae” clade, grouping a heterogenous assemblage of microsporidia infecting almost exclusively insects and crustacea.",midgut; gastric ceca epithelium,midgut; gastric ceca epithelium,midgut; Epithelium,spore; Epithelium; SSU; daphnids; mitosome-like vesicles; n.,1,5,1
206,Glugea atherinae,1,"Etude ultrastructurale de Glugea atherinae n. sp., microsporidie parasite de l’athérineAtherina boyeri Risso 1810 (poisson téléostéen) dans les lagunes du Languedoc et de Provence ::: Glugea atherinae n. sp., parasitises the gut wall and the general cavity ofAtherina boyeri Risso, 1810 in Mediterranean coastal lagoons. This study describes the different zones of the xenoma: the peripheral organisation, the wall, the host-cytoplasm zone, and the spore zone. Although classical of the genusGlugea, the parasite cycle, when studied with the electron microscope, was shown to have several particular points. The filament formation is reconstituted.",gut wall; general cavity,gut wall; general cavity,gut wall; general cavity,xenoma; wall; spore zone; peripheral,0,4,2
211,Glugea malabaricii,1,"A New Microsporidian Glugea Malabaricii Sp. n. from the Viscera of Carangoides Malabaricus Bl ::: A new microsporidian parasite of a freshwater fish Mesocottus haitej from the Amur River basin of Russia is described using light microscopy. The numerous whitish xenomas, round or oval, up to 3.0 mm large were found to be located in subcutaneous tissue of the body and mouth cavity, in the intestine and other internal organs. The formol fixed spores are elongate oval, measuring 4.8 (4.5-5.0) x 2.3 (2.2-2.5) microm in a wet smears. Posterior vacuole occupies about half of the spores. Sporophorous vesicles measuring up to 13 microm contain a great number of spores.",Liver; intestine; gonads,Liver; intestine; gonads,intestine; gonads; Liver,body; Viscera; intestine; subcutaneous tissue; organs,1,4,2
213,Glugea nemipteri,1,"Glugea Nemipteri Sp. n. and Nosema Bengalis Sp. n., Two New Microsporidia of Nemipterus Japonicus in India ::: Two microsporidia, Glugea nemipteri sp. n. and Nosema bengalis sp. n. are described from muscles, gonads and liver, and gills respectively of Nemipterus japonicus collected in the Gulf of Bengal. Infections are distributed in separate areas and do not interfere. Number of infected fishes decreases with the age of the hosts.",muscles; gonads; liver,muscles; gonads; liver,liver; gonads; muscles,gills; liver; Nemipterus Japonicus; gonads; Nemipterus japonicus,2,3,1
215,Glugea plecoglossi,1,"Studies on Glugea Infection of the Ayu, Plecoglossus altivelis—I ::: A new species of microsporidian parasite of the ayu, Plecoglossus altivelis T. & S., is described and the name Glugea plecoglossi T. sp. is suggested. In a heavy infection of the parasite xenomas develop in large number in various organs, viz., peritoneum, visceral cavity, ovaries, testis, fat body, pyloric caeca, spleen, muscle, liver, heart, gills, iris, etc., and cause serious damage to fish. The xenomas are variable in size, being 0.5-3 mm, rarely as large as 5 mm. Fresh spores of the parasite are elongate or ellipsoidal and are 5.1-6.2 x 2.0-2.5µ, the average of 200 spores being 5.8 x 2.1 Spores fixed in Bouin's solution and stained with Heidenhein's iron hematoxylin are 3.S-4.8 x 1.5-2.0 µ the average of 50 spores being 4.0 X 1.8 µ. Everted filaments are 180 µ at maximum, being 100-150 µ in the majority. The processes of schizogony and sporogony of the parasite studied with artificially infected ayu are in substance the same as those reported by Weissenberg (1968) on Glugea anomala and by Sprague and Yernick (1968) on G. weissenbergu A very small xenoma of 4x8 µ with a single schizont and a single host cell nucleus was found in the lamina propria of the villi of the gut of an ayu killed 5 days after infection. Sporonts in smear preparations of parasite are 3 x 4 µ and each sporont produce two spores. Therefore the parasite is classified into the genus Glugea. Inoculation experiments have shown that Salmo gairdneri is susceptible to the parasite, but. Gasterosteus acelatus microcephalus is unsusceptible. Of about 15 species of Glugea in fish, G. hertwigi has spores similar in size to those of the present Glugea, But the former differs from the latter in the following points. The hosts of G. hertwigi are Osmerus mordax and O. eperlanus and it has been reported by Weissenberg (1968) that Gasterosteus aceleatus is susceptible to G. hertwigi, G. anomala and G. weissenhergi are distinguishable in having smaller spores, 3 x 1.5-2 µ, and larger spores, 6.0-7.0 X 2.5-3.6 µ, respectively, and in having different hosts, the sticklebacks. G, takedai which was found in the rainbow trout in Japan is distinguishable in having smaller spores, 2.8-4.9 x 1.7-2.3 µ, and in not causing hypertrophy of the infected host cells.",peritoneum; visceral cavity; ovary; testes; fat body; pyloric caeca; spleen; muscles; liver; heart; gills; iris,peritoneum; visceral cavity; ovary; testes; fat body; pyloric caeca; spleen; muscles; liver; heart; gills; iris,testes; gills; liver; peritoneum; ovary; iris; pyloric caeca; muscles; visceral cavity; spleen; fat body; heart,schizont; host cells; lamina propria; gut; villi; cell nucleus; takedai,0,7,12
232,Heterosporis cichlidarum,1,"Heterosporis cichlidarum n.sp (Microspora), a parasite of the ornamental cichlid fish Hemichromis bimaculatus gill, 1862 ::: Heterosporis cichlidarum n. sp. (Microspora) was found in the striated skeletal muscles of the aquarium fish Hemichromis bimaculalus (Teleost, Cichlidae). Microsporidium formed voluminous sporophorocysts that contained many sporophorous vesicles (10 to 12 spores in each vesicle). Only one type of spores was present, medium size 7-8 × 4-4.5 μm (monomorphic species). During merogony, abundant secretions (granules and filaments were formed into the sporophorocyst cavity.",striated muscles,striated muscles,striated muscles,gill; striated skeletal muscles,0,2,1
233,Heterosporis lessepsianus,1,"Ultrastructure and phylogenetic characterization of the microsporidian parasite Heterosporis lessepsianus n. sp. (Microsporidia: Glugeidae) infecting the lizardfish Saurida lessepsianus (Pisces: Synodontidae) inhabiting the Red Sea ::: Heterosporosis is an increasingly important microsporidian disease distributed worldwide, impacting wild and farmed-raised fish in both fresh and marine water environments. Twenty three out of 130 (17.69%) of the lizardfish Saurida lessepsianus were found to be naturally infected with microsporidian parasites. The rate of parasitic infection was increased during winter reaching 29.23% (19/65) and fall to 6.15% (4/65) in summer. The infection was recorded as numerous macroscopic whitish cysts reached 3.8–6.5 mm in diameter embedded in the abdominal cavity, skeletal muscles and mesenteric tissues of the infected fish inducing an enormous hypertrophy of infected tissues. Light microscopic examination revealed that parasitic foci were encapsulated by a host–derived fibrous membrane containing different developmental stages of the parasite. Spores were oval to pyriform in shape. Transmission electron microscopic study showed the presence of smooth membranes of the sarcoplasmic reticulum forming a thick, amorphous coat surrounding the various developmental stages of the examined parasite (meronts, sporont, sporoblasts, and spores). Mature spores were electron dense and uninucleate. The anchoring disk was found in a central position at the anterior end of the spore and a large vacuole was located at the posterior end. There was a definite number (7–8) of the polar filament turns. Molecular analysis based on the 16 small subunit (SSU) rDNA gene was performed to determine the phylogenetic position of the present parasite species. A 615 bp region of the 16SSU rDNA gene of the studied parasite was sequenced and deposited in GenBank under the accession number MF769371. Multiple sequence alignment demonstrated a high degree of similarity (>82%) with other twenty microsporidian species isolated from different aquatic hosts. The most closely related sequence was provided by the GenBank entry JF745533 for Heterosporis saurida isolated from the marine fish Saurida undosquamis with the highest percentage of identity (98%) and lowest divergence value (0.9). The ultrastructural characteristics and phylogenetic analysis support the recognition of a new species, herein named Heterosporis lessepsianus sp. n.",abdominal cavity; skeletal muscles; mesenteric tissues,abdominal cavity; skeletal muscles; mesenteric tissues,abdominal cavity; mesenteric tissues; skeletal muscles,vacuole; spore,0,2,3
239,Hrabyeia xerkophora,1,"Hrabyeia xerkophora n.gen. n.sp., a new microsporidian with tailed spores from the oligochaete Nais christinae Kasparzak, 1973 ::: A new microsporidian, Hrabyeia xerkophora n.g., n.sp., is described from the coelomocytes of the body cavity of a freshwater oligochaete, Nais christinae Kasparzak, 1973 from Czechoslovakia. Infected coelomocytes are turned into xenomas 50 μm in size. Of the incompletely known life cycle, diplokaryotic sporonts developing in close contact with the host cell cytoplasm and diplokaryotic spores were studied. The spores of a Nosema-type have a gnarled caudal appendage encased with and compartmentalized by the exospore.",body cavity coelomocytes,body cavity coelomocytes,body cavity coelomocytes,coelomocytes; body cavity,0,2,1
241,Hyperspora aquatica,1,"Hyperspora aquatica n.gn., n.sp. (Microsporidia), hyperparasitic in Marteilia cochillia (Paramyxida), is closely related to crustacean-infecting microspordian taxa ::: SUMMARY The Paramyxida, closely related to haplosporidians, paradinids, and mikrocytids, is an obscure order of parasitic protists within the class Ascetosporea. All characterized ascetosporeans are parasites of invertebrate hosts, including molluscs, crustaceans and polychaetes. Representatives of the genus Marteilia are the best studied paramyxids, largely due to their impact on cultured oyster stocks, and their listing in international legislative frameworks. Although several examples of microsporidian hyperparasitism of paramyxids have been reported, phylogenetic data for these taxa are lacking. Recently, a microsporidian parasite was described infecting the paramyxid Marteilia cochillia, a serious pathogen of European cockles. In the current study, we investigated the phylogeny of the microsporidian hyperparasite infecting M. cochillia in cockles and, a further hyperparasite, Unikaryon legeri infecting the digenean Meiogymnophallus minutus, also in cockles. We show that rather than representing basally branching taxa in the increasingly replete Cryptomycota/Rozellomycota outgroup (containing taxa such as Mitosporidium and Paramicrosoridium), these hyperparasites instead group with other known microsporidian parasites infecting aquatic crustaceans. In doing so, we erect a new genus and species (Hyperspora aquatica n. gn., n.sp.) to contain the hyperparasite of M. cochillia and clarify the phylogenetic position of U. legeri. We propose that in both cases, hyperparasitism may provide a strategy for the vectoring of microsporidians between hosts of different trophic status (e.g. molluscs to crustaceans) within aquatic systems. In particular, we propose that the paramyxid hyperparasite H. aquatica may eventually be detected as a parasite of marine crustaceans. The potential route of transmission of the microsporidian between the paramyxid (in its host cockle) to crustaceans, and, the ‘hitch-hiking’ strategy employed by H. aquatica is discussed.",Primary cells,Primary cells,Primary cells,cockles,0,1,1
242,Ichthyosporidium weissii,1,"Ichthyosporidium weissii n. sp. (Microsporidia) Infecting the Arrow Goby ( Clevelandia ios) ::: Abstract Gonadal infections by a novel microsporidium were discovered in 34% (13/38) of arrow gobies, Clevelandia ios, sampled over a 3‐yr period from Morro Bay Marina in Morro Bay, California. Gonadal tumors had been reported in arrow gobies from this geographic area. The infected gonads, found primarily in females, typically appeared grossly as large, white‐gray firm and lobulated masses. Histological examination revealed large, multilobate xenomas within the ovaries and no evidence of neoplasia. Typical of the genus Ichthyosporidium, the large xenomas were filled with developmental stages and pleomorphic spores. Wet mount preparations showed two general spore types: microspores with mean length of 6.2 (7.0–4.9, SD = 0.6, N = 20) μm and mean width of 4.3 (5.3–2.9, SD = 0.8) μm; and less numerous macrospores with mean length of 8.5 (10.1–7.1, SD = 1.0, N = 10) μm and mean width of 5.5 (6.2–4.8, SD = 0.5) μm. Transmission electron microscopy demonstrated stages consistent with the genus and 35–50 turns of the polar filament. Small subunit rDNA gene sequence analysis revealed that the parasite from arrow gobies was most closely related to, but distinct from Ichthyosporidium sp. based on sequences available in GenBank. We conclude that this microsporidium represents a new species of Ichthyosporidium, the first species of this genus described from a member of the family Gobiidae and from the Pacific Ocean.",Connective tissue in Gonad,Connective tissue in Gonad,Connective tissue,Morro,0,1,1
244,Intrapredatorus barri,1,"Development of a new microsporidian parasite, Intrapredatorus barri n.g., n.sp. (Microsporida: Amblyosporidae) from the predacious mosquito Culex fuscanus Wiedemann (Diptera: Culicidae) ::: A microsporidium infecting the predacious mosquito Culex fuscanus Wiedemann, collected from Liu-Chiu Islet of Taiwan, was shown to be heterosporous. Two different types of haploid spores, one oval and the other lanceolate, were concurrently produced in the infected larvae. Merogony preceding the sequence leading to oval meiospores ended with the formation of a binucleate sporont with similar ultrastructural features to meronts. Synaptonemal complexes, suggesting that meiosis was involved during this sporogony, appeared in both nuclei of the sporont. The polar filament in the mature meiospore was anisofilar. Nine coiled turns of the polar filament were shown turning about the posterior portion of the spore. The polaroplast was composed of an anterior lamellate part and a posterior vesicular part. The anchoring disc was at the top of the straight portion of the polar filament. The meront of the lanceolate spore cannot be confirmed in this study. Two uninucleate lanceolate spores were eventually formed via nuclear dissociation. The polaroplast of the lanceolate spore was divided into an anterior multi-chambered part and a posterior of reticulate part. The polar filament was of the isofilar type, consisting of at least 5-6 coils. This parasite was extremely similar to the species Amblyospora trinus; in spore shape and development; but different in spore size and their hosts. Although it was similar to species of Amblyospora in host/parasite relations, we would rather assign this parasite to a newly established genus, i.e. Intrapredatorus and the name Intrapredatorus barri n.g., n.sp. was given for this microsporidium. The characteristics of the new genus was discussed in this article. However, its transmission routes remained uncertain thus far.",fat body,fat body,fat body,Islet; nuclei; Synaptonemal,0,3,1
246,Janacekia adipophila,1,"The Light and Electron Microscopic Cytology of Janacekia adipophila N. Sp. (Microspora, Tuzetiidae), a Microsporidian Parasite of Ptychoptera paludosa (Diptera, Ptychopteridae) ::: The microsporidium Janacekia adipophila n. sp., a parasite of Ptychoptera paludosa larvae in Sweden, is described based on light microscopic and ultrastructural characteristics. Merogonial stages and sporonts are diplokaryotic. Merozoites are formed by rosette‐like division. Sporonts develop into sporogonial plasmodia with isolated nuclei. These plasmodia give rise to 8–16 sporoblasts by rosette‐like budding. A sporophorous vesicle is initiated by the sporogonial plasmodium. Sporoblasts and spores are enclosed in individual sporophorous vesicles. Granular inclusions of the vesicles, visible using light microscopy, discriminate sporogonial stages from stages of the merogony. The monokaryotic, fresh spores are oval with blunt ends, measuring 4.2‐6.3 × 9.1‐11.2 μm. Macrospores are formed in small numbers. The spore wall has three subdivisions and the exospore is electron‐dense. The polaroplast has two parts: closely arranged lamellae anteriorly, wider sac‐like compartments posteriorly. The isofilar polar filament, 191–264 nm wide, has 12‐13 coils, which are arranged in one layer in the posterior half of the spore. The electron‐dense inclusions of the sporophorous vesicle are modified during sporogony, and vesicles with mature spores are traversed by 21–27 nm wide tubules, which connect the exospore with the envelope of the vesicle. The walls of the tubules, the envelope of the vesicles, and the surface layer of the exospore are all identical double‐layered structures. The microsporidium is compared to microsporidia of Ptychopteridae and Tipulidae and to related microsporidia of the family Tuzetiidae.",adipose tissue,adipose tissue,adipose tissue,paludosa larvae,0,1,1
255,Kabatana rondoni,1,"ULTRASTRUCTURAL AND MOLECULAR CHARACTERIZATION OF A NEW MICROSPORIDIUM PARASITE FROM THE AMAZONIAN FISH, GYMNORHAMPHICHTHYS RONDONI (RHAMPHICHTHYIDAE). ::: A new species of a microsporidium found in the freshwater teleost Gymnorhamphichthys rondoni, collected on the lower Amazon River, is described based on light, ultrastructural, and phylogenetic studies. This parasite develops in the skeletal muscle of the abdominal cavity, forming whitish cyst-like structures containing numerous spores. Mature spores, lightly pyriform to ellipsoidal with rounded ends and measuring 4.25 ± 0.38 X 2.37 ± 0.42 μm (n = 30), were observed. The spore wall, which measured about 102 nm, was composed of 2 layers with approximately the same thickness. The isofilar polar filament was coiled, with 9-10 (rarely 8) turns. The posterior vacuole appeared as a pale area, occupying about 1/3 of the spore length, and contained a spherical posterosome composed of granular material that was denser at the periphery. The myofibrils located near the spores appeared to be in advanced degradation. Molecular analysis of the rRNA genes, including the ITS region, and phylogenetic analyses using maximum parsimony, maximum likelihood, and Baysesian inference were performed. The ultrastructural characteristics of the spores and the phylogenetic data strongly suggested that it is a new species related to Kabatana, Microgemma, Potaspora, Spraguea, and Tetramicra. We named this new microsporidian from Amazonian fauna as Kabatana rondoni n. sp.",Skeletal muscle of intestine,Skeletal muscle of intestine,Skeletal muscle,pale; periphery; spore; granular material; posterosome; myofibrils,0,6,1
256,Kinorhynchospora japonica,1,"OF KINORHYNCHUS-YUSHINI (HOMALORHAGIDA, PYCHOPHYIDAE) FROM THE SEA OF JAPAN ::: A new species and genus of microsporidia Kinorhynchospora japonica are described from the mid-intestine of Kinorhynchus yushini from the Sea of Japan. The transmission electron microscopy was used to describe the stages of meront, pansporoblast, rozette-shaped sporont, sporoblast and mature spores. Two types of mature spores have been isolated. The similarity and differences as compared with genera Nosemoides, Perezia, and Encephalitozoon are discussed. The genus described is the closest to family Tetramicridae but ty the set of characters does not correspond to the diagnosis of the latter. The taxonomic position of the microsporidia described is still not known. This finding is the first of free-living Nemathelminthes.",mid-intestinal epithelium,mid-intestinal epithelium,mid-intestinal epithelium,pansporoblast; meront; mid-intestine; Kinorhynchus yushini,0,4,1
265,Larssoniella duplicati,1,"Larssoniella duplicati n.sp. (Microsporidia, Unikaryonidae), a newly described pathogen infecting the double-spined spruce bark beetle, Ips duplicatus (Coleoptera, Scolytidae) in the Czech Republic ::: Larssoniella duplicati n.sp. infects the midgut muscularis, the Malpighian tubules, and the ovaries of adult Ips duplicatus (Sahlb.) in the Czech Republic. The microsporidian attacks up to 50% of the population. Oval spores of two sizes, 3–3.5×1.5–2 and 2–2.5×1.5 μm have the polar filament coiled in 6/7 coils, representing primary and environmental spores, respectively. In early sporogony the young spores produce long electron dense threads and tubules of secretions, which remain fixed around the spore and avoid their free release during dissection of infected hosts. The microsporidian was not found in associated bark beetles such as Ips typographus (L.), or I. amitinus (Eichh.) and others.",midgut; muscle; Malphigian; ovarian,midgut; muscle; Malphigian; ovarian,Malignant neoplasm of ovary; Malphigian; midgut; muscle,Malpighian tubules; bark; midgut; Larssoniella; Malignant neoplasm of ovary,2,3,2
266,Larssoniella resinellae,1,"A light and electron microscopic study of Larssoniella resinellae n. gen., n. sp. (Microspora, Unikaryonidae), a Parasite of Petrova resinella (Lepidoptera, Tortricidae) in Central Europe ::: Larssoniella n. gen. (Microspora, Unikaryonidae) is characterized by uninucleate stages with a tuft of tubules arising in the cuticle of sporoblasts and in the posterior pole of the young spore in its exospore. L resinellae n. sp., the type species, has sporoblasts and spores with distinct tubular tufts. Mature spores are smooth, tubular (4.5-5×1.7-2 urn), uninucleate, with polar filament in 10/11 coils. It infects the silk glands, Malpighian tubules, the fat body and gonads of larvae and adults of the Pine resin gall moth, Petrova resinella.",silk glands (primary infection site); Malpighian tubules; fat body; gonads (pupa and adult); egg,silk glands; Malpighian tubules; fat body; gonads; egg,Malpighian tubules; gonads; silk glands; egg; fat body,fat body; Malpighian tubules; Pine resin,2,1,3
268,Liebermannia patagonica,1,"Development, ultrastructure, natural occurrence, and molecular characterization of Liebermannia patagonica n. g., n. sp., a microsporidian parasite of the grasshopper Tristira magellanica (Orthoptera: Tristiridae) ::: A new microsporidium, Liebermannia patagonica n. gen., n. sp., is described from midgut and gastric caecum epithelial cells of Tristira magellanica, an apterous grasshopper species of southern Patagonia, Argentina. L. patagonica is diplokaryotic, apansporoblastic, homosporous, and polysporoblastic. Transitional (from merogony to sporogony) stages and sporonts of L. patagonica were surrounded by host rough endoplasmic reticulum. The ovocylindrical spores measured 2.9+/-0.09x1.2+/-0.04μm (fresh, n=50), and they had an isofilar polar filament of only three coils and a cluster of tubules instead of a classical posterior vacuole. Prevalence was high (up to 80.6%) at the type locality for the four years sampled. Maximum likelihood, neighbor joining, and maximum parsimony analyses of the small subunit rDNA all placed L. patagonica (Accession No. DQ 239917) in one clade with Orthosomella operophterae.",epithelium,epithelium,epithelium,gastric caecum epithelial cells; midgut,0,2,1
270,Loggerhead turtle microsporidium,1,"Histopathological, ultrastructural and molecular phylogenetic analysis of a novel microsporidium in a loggerhead sea turtle Caretta caretta ::: Microsporidial spores were identified in the musculature of a loggerhead sea turtle Caretta caretta found dead on the shore in New Brunswick, Canada. Gastroenteritis was diagnosed on gross postmortem examination, with no gross abnormalities detected in the skeletal muscle. Histologically, the microsporidial spores were associated with inflammation and muscular necrosis and measured 1.1-1.7 × 2.2-3.4 µm. Spores were typically identified within sporophorous vesicles and, less often, in sporophorocysts and were weakly Gram positive, had punctate PAS staining, and were occasionally strongly acid-fast. Ultrastructural characteristics included 7-10 polar filament coils and other standard features of microsporidial spores. PCR for the microsporidial small subunit rRNA gene sequence was performed on DNA extracted from the muscle and small intestine, and the resulting amplicon was sequenced and queried against published microsporidial genomes. DNA sequences shared 98.2-99.8% sequence identity to Clade III of the Marinosporidia. This is the first report of a microsporidial infection contributing to the mortality of a sea turtle.",skeletal muscle,skeletal muscle,skeletal muscle,musculature,0,1,1
271,Loma boopsi,1,"On the Cytology and Development of Loma boopsi n. sp. (Microspora, Glugeidae), Parasite of Boops boops (Pisces, Teleostei, Sparidae) from the Coasts of Senegal ::: Loma boopsi n. sp. was found in the liver, intestine and pyloric caeca of Boops boops inhabiting the coasts of Senegal. Its ultrastructural characteristics were elucidated. All developmental stages had isolated nuclei and occupied the xenoma without any particular stratification. The merogonial stages were in direct contact with the host-cell cytoplasm. The merogonial plasmodium divided by plasmotomy. Sporogony occurred in sporophorous vesicles and the sporogonial plasmodium divided by plasmotomy. Two morphological types of spores were produced in the same sporophorous vesicle: ovoid spores measuring 3.70 × 2.40 µm and elongate, slightly incurvated spores which were 4.80 × 2.40 µm. They had a thick envelope (about 70 nm), a polaroplast with an anterior lamellar part and a posterior vesicular part, an isofilar polar filament displaying 12–14 (ovoid spores) or 16–18 (elongate spores) spiral turns in a single row of coils and a large posterior vacuole",liver; intestinal epithelium; pyloric caeca,liver; intestinal epithelium; pyloric caeca,liver; intestinal epithelium; pyloric caeca,Loma boopsi n. sp.; liver; intestine,1,2,2
272,Loma camerounensis,1,"Loma camerounensis sp. nov. (Protozoa: Microsporida) a parasite ofOreochromis niloticus Linnaeus, 1757 (Teleost: Cichlidae) in fish-rearing ponds in Melen, Yaounde, Cameroon ::: A new microsporidian, Loma camerounensis, was found in the Cichlidae Oreochromis niloticus from the Melen fish-rearing station in Yaoundé, Cameroon. Xenomas were located in the gut from the oesophagus to the intestine, but preferentially in the duodenum. Dimensions of the fresh spores were 3.96×2.16 μm. The ultrastructural study indicated the following characteristics: parasite stages arranged in a random, unstratified manner in the xenoma; merogony by multiple fission; sporogonic stages isolated within a sporophorous vesicle containing several sporoblasts and polysporoblastic sporogony. Ultimately the spores appeared to be isolated in a single vesicle, but this was a secondary phenomenon induced by the intervention of tubules that resolved in partitions of the initial sporophorous vesicle.",oesophagus; intestine (mainly in duodenum); sub-epithelial gut connective tissue,oesophagus; intestine; mainly in duodenum; sub-epithelial gut connective tissue,sub-epithelial gut connective tissue; Intestines; oesophagus; duodenum,tubules; intestine; Intestines; duodenum; sporophorous vesicle; oesophagus,3,3,1
274,Loma embiotocia,1,"A New Species of Loma (Microsporea) in Shiner Perch (Cymatogaster aggregata) ::: Loma embiotocia n. sp. is described from the gills of shiner perch (Cymatogaster aggregata) from waters off Vancouver Island, British Columbia, Canada. Highest prevalence at a site was 15% and greatest intensity was 583 xenomas per fish. Xenomas averaged 0.13 mm in diameter (0.06-0.16 mm) and contained ovoid spores 4.8 x 2.6 (4.0-5.0 x 2.0-3.0) µm. Sporogonic stages were dispersed throughout the xenomas. The xenoma wall was smooth lacking invaginations into the cytoplasm; sporoblasts were not highly vacuolated, and the sporophorous vesicle formed before sporogony. In addition to differences in host and geographic location the new species is distinguished from Loma salmonae, the only other species in the genus known from British Columbia, by its internal transcribed spacer (ITS) ribosomal DNA sequence.",secondary lamellae of gills,secondary lamellae of gills,lamellae,gills,0,1,1
276,Loma kenti,1,"Description of Five New Loma (Microsporidia) Species in Pacific Fishes with Redesignation of the Type Species Loma morhua Morrison & Sprague, 1981, Based on Morphological and Molecular Species-Boundaries Tests ::: ABSTRACT. Five new species of Loma were described from five Pacific fishes using light-microscopic and ultrastructural features along with phylogenetic analysis of the gene sequences of ribosomal RNA (rRNA) and elongation factor 1-alpha. Morphological data revealed both qualitative and quantitative differences in developmental stages and timing, vesicles, xenoma features, and spore sizes with statistical support that differentiated Loma pacificodae n. sp. in Pacific cod, Loma wallae n. sp. in walleye pollock, Loma kenti n. sp. in Pacific tomcod, Loma lingcodae n. sp. in lingcod, and Loma richardi n. sp. in sablefish from each other and other species in the genus. Phylogenetic analyses combined with monophyly tests supported species designations, but with low resolution in two cases perhaps due to rRNA paralogs or recent speciation. Loma branchialis in haddock was shown to be separate from Loma morhua in Atlantic cod, thereby making L. morhua, and not L. branchialis, the type species. A species from brook trout was shown to be a separate species from Loma salmonae, not a variant strain selected in the laboratory. By comparison with gadid host phylogeny, these Loma species appear to have coevolved with their hosts, first colonizing the Pacific basin about 12 million years ago.",Primarily gills; secondarily in gonads; spleen; heart; gallbladder; liver; kidney,Primarily gills; secondarily in gonads; spleen; heart; gallbladder; liver; kidney,kidney; gallbladder; gills; liver; gonads; spleen; heart,ribosomal,0,1,7
277,Loma lingcodae,1,"Description of Five New Loma (Microsporidia) Species in Pacific Fishes with Redesignation of the Type Species Loma morhua Morrison & Sprague, 1981, Based on Morphological and Molecular Species-Boundaries Tests ::: ABSTRACT. Five new species of Loma were described from five Pacific fishes using light-microscopic and ultrastructural features along with phylogenetic analysis of the gene sequences of ribosomal RNA (rRNA) and elongation factor 1-alpha. Morphological data revealed both qualitative and quantitative differences in developmental stages and timing, vesicles, xenoma features, and spore sizes with statistical support that differentiated Loma pacificodae n. sp. in Pacific cod, Loma wallae n. sp. in walleye pollock, Loma kenti n. sp. in Pacific tomcod, Loma lingcodae n. sp. in lingcod, and Loma richardi n. sp. in sablefish from each other and other species in the genus. Phylogenetic analyses combined with monophyly tests supported species designations, but with low resolution in two cases perhaps due to rRNA paralogs or recent speciation. Loma branchialis in haddock was shown to be separate from Loma morhua in Atlantic cod, thereby making L. morhua, and not L. branchialis, the type species. A species from brook trout was shown to be a separate species from Loma salmonae, not a variant strain selected in the laboratory. By comparison with gadid host phylogeny, these Loma species appear to have coevolved with their hosts, first colonizing the Pacific basin about 12 million years ago.",Primarily gills; secondarily in spleen; heart; liver; gallbladder; kidney; and especially gonads.,Primarily gills; secondarily in spleen; heart; liver; gallbladder; kidney; and especially gonads.,kidney; gallbladder; gills; liver; gonads; spleen; heart,ribosomal,0,1,7
