...1,species,title_abstract,locality,locality_normalized,pred_locality,tp,fp,fn,regions_in_abstract
327,Microsporidium lesiodermi,"Studies on Histopathology and Development of a Microsporan, Microsporidium lesiodermi, sp. n., from a Coleopteran Insect, Lesioderma sericorne (L.) Infesting Common Spice, Coriandrum sativum (L.) ::: Observations were made on the development of Microsporidium lesiodermi sp. nov. described from Lasioderma serricorne (Coleoptera, Curculionidae) collected from a grain warehouse at Chandannagore, West Bengal, India. The parasite causes general infection in the host and this ultimately leads to mortality. Schizonts are multinucleated and the nuclei are diplokaryotic. Each sporogonial plasmodium contains 10-12 single nuclei. Most spores are macrospores, 3.6-5.3 (4.4) µm × 1.3-3.6 (3.0) µm, but a small number of sporophorous vesicles contain microspores, 1.6-3.3 (2.2) µm × 0.8-1.6 (1.4) µm. Both the spore types possess a single nucleus in the middle and a vacuole at the posterior region. The polar filament is thin and 25-30 µm long.",India,India (),India (West Bengal); Chandannagore (); Coleoptera (); Curculionidae (); Serbia (India); Czechia (Most),1,8,0,TRUE
328,Microsporidium lotaensis,"Light and electron microscope studies on three new species of microsporidia from saltmarsh mosquitoes in Australia ::: Descriptions are given of three microsporidians found parasitising larvae of culicine mosquitoes in south-east Queensland, Australia. Two, Duboscqia aediphaga n.sp. and Microsporidium lotaensis n.sp. were recovered from larvae of Aedes (Ochlerotatus) vigilax (Skuse), and a third, Amblyospora pinensis n.sp., from Culex sitiens Wiedemann. The three species were studied by light microscopy and scanning and transmission electron microscopy. We believe this to be the first detailed account of the ultrastructure of a species of Duboscqia Perez.",Australia (Queensland),Australia (Queensland),Australia (Queensland); Costa Rica (Perez),2,2,0,TRUE
329,Microsporidium luciopercae,"Two Novel Microsporidia in Skeletal Muscle of Pike-Perch Sander lucioperca and Burbot Lota lota in Finland ::: Two new species of Microsporidia were recognized in skeletal muscle of freshwater fishes from Finland. Myosporidium spraguei n. sp. from pike-perch Sander lucioperca occurred as mature spores within sporophorous vesicles (SPVs) within a xenoma. The ovoid spores were 3.8 μm long and 2.4 μm wide, based on transmission electron micrographs (TEM). The exospore and endospore were equally thick, the nucleus was monokaryotic and the polar filament was isofilar with 12 coils in a single rank, entirely adjacent to the prominent posterior vacuole. Small subunit (SSU) rDNA sequence confirmed the presence of M. spraguei n. sp. in burbot Lota lota . The second species, Microsporidium luciopercae n. sp., also from pike-perch, occurred within SPVs that occupied only a fraction of the volume of the otherwise intact myocyte; no xenoma was produced. Myocyte degeneration and necrosis occurred as mature spores dispersed into direct contact with the sarcoplasm. The ovoid spores were 4.6 μm long and 2.8 μm wide (based on TEM); they were monokaryotic and the polar filament was isofilar with 25 coils in a single rank in the posterior of the spore. The exospore was relatively thin with an irregular profile. Neither infection elicited an inflammatory response, although degenerate spores were observed within host cells, suggesting phagocytosis. Phylogenetic analysis of SSU sequences placed both organisms on distinct clades within the Marinosporidia.",Finland,Finland (),Finland (); Chile (Lota),1,2,0,TRUE
330,Microsporidium maroccani,"On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal ::: Four species of Sparid fish, Dentex canariensis, Dentex maroccanus, Sparus caeruleostictus and Sparus pagrus pagrus from Senegalese coasts were infected by four distinct microsporidian species assigned to the collective group Microsporidium and named Microsporidium maroccani sp. n., Microsporidium canariensis sp. n., Microsporidioum caeruleosticti sp. n. and Microsporidium pagri sp. n. These microsporidia induced formation of xenomas within the liver. The prevalences observed were low.",Senegal,Senegal (),Sparid (); Senegal (Senegal),1,2,0,TRUE
334,Microsporidium oligochaetae,"Microsporidium enchytreidorum n. sp. and Microsporidium oligochaetae n. sp. (Microsporida: Phylum Microspora) zwei neue Mikrosporidien-Arten in den Vesiculae seminales bei Enchytreiden (Oligoechaeta: Annelida) ::: The enchytreids, their population density, and importance in the formation of soil have been studied by different authors. But, except for some gregarines, there are no data concerning their pathology and diseases. Our investigations (1978-1981) of pathogenic microorganisms of the forest soil fauna in Lower Saxony, Hessia, and Westphalia (Federal Republic of Germany) included the enchytreids, where we detected two new microscoridians infecting the vesiculae seminales of their hosts. The names Microsporidium enchytreidorum n. sp. parasitizing the Enchytreidae sp., and Microsporidium oligochaetae n. sp. parasitizing the Fridericia tatzeli EISEN 1872 (Enchytreidae) are proposed. The life cycle of microsporidian parasites is described by means of light microscopy. Some data on the pathogenecity and prevalence of infection are also discussed. This is the first report concerning the microsporidians as parasites in Oligochaeta.",Germany,Germany (),Germany (Westphalia | Lower Saxony); Oligochaeta (); Hessia (); DR Congo (But | Federal),1,7,0,TRUE
335,Microsporidium pagri,"On the occurrence of microsporidian infections in the liver of four Sparid fishes species from Senegal ::: Four species of Sparid fish, Dentex canariensis, Dentex maroccanus, Sparus caeruleostictus and Sparus pagrus pagrus from Senegalese coasts were infected by four distinct microsporidian species assigned to the collective group Microsporidium and named Microsporidium maroccani sp. n., Microsporidium canariensis sp. n., Microsporidioum caeruleosticti sp. n. and Microsporidium pagri sp. n. These microsporidia induced formation of xenomas within the liver. The prevalences observed were low.",Senegal,Senegal (),Sparid (); Senegal (Senegal),1,2,0,TRUE
336,Microsporidium phoronidi,"A Microsporidian Infection in Phoronids (Phylum Phoronida): Microsporidium phoronidi n. sp. from a Phoronis embryolabi ::: Abstract Microsporidia‐like spores (2.0–3.0 × 1.3–1.5 μm) were discovered upon examination of histological sections taken from Phoronis embryolabi Temereva, Chichvarkhin 2017 found inhabiting burrows of shrimps Nihonotrypeae japonica (Decapoda, Callianassidae) from the Sea of Japan, Russia. Ultrastructural examination of spores revealed one nucleus and a uniform polar filament of 7–11 coils. Representatives of the phylum Phoronida have never been recorded as hosts of microsporidia. Parasites developed in vasoperitoneal tissue and caused formation of multinucleate syncytia. Basing on unique host and fine morphology, we assign the novel finding to Microsporidium phoronidi n. sp. and place provisionally in the collective genus Microsporidium.",(Inlet Tihaya Zavod of the Vostok Bay of the Sea of Japan) Russia,"Russia (Sea of Japan, Vostok Bay, Bay)",Japan (Sea of Japan); Russia (); Nihonotrypeae (); Decapoda (); Phoronids (); Callianassidae (),1,6,1,TRUE
339,Microsporidium rapuae,"A New Microsporidium from the Oyster Ostrea /Maria in New Zealand ::: Microsporidium rapuae n. sp. (Microsporida) forms cysts within the connective tissue surrounding the gut epithelium of the oyster Ostreu luturiu. Except for encapsulation of the cysts by fibroblasts no pathogenic effects were observed. Each cyst contained a large number of spores possessing long well-developed polar filaments. This is the third Microspora recorded from Bivalvia (Mollusca), and the first which does not belong to the family Chytridiopsidae (Minisporida).",New Zealand,New Zealand (),New Zealand (); Oyster Ostrea (),1,1,0,TRUE
342,Microsporidium sitophili,"First Record of Microsporan Infection on Sitophilus oryzae (L.) in India ::: A species of microsporan, Microsporidium sitophili from a coleopteran stored-grain pest, Sitophilus oryzae is proposed in this communication.",India (Chinsurah),India (Chinsurah),India (); Serbia (India),1,2,1,TRUE
343,Microsporidium sp.,"Microsporidia of Branchiopods from the Northern regions of Ukraine ::: Four species of Microsporidia parasitizing Branchiopod hosts are described based on the light and ultrastructural data. Microsporidium sp. from the body cavity of Lepidurus apus, produced ovoid spores 3.5±0.4×2.2±0.3 μm in size. Mononuclear (asymmetrical spores of Larssonia hiberna sp. n., measured 3.8±0.1×2.0±0.2 μm, were found in fat tissues and hemocoel of Daphnia magna. Filamentous episporal surfacing inverted polaroplast and 8-9 coiled isofilar polar filament are characteristic features of this species. Berwaldia singularis Larsson and Microsporidium stagnalis sp. n. from D. pulex are presented. Ellipsoidal spores of M. stagnalis, 4.8±0.4×2.4±0.3 μm in sizes, formed a two-layered exospore, tripartite lamellar and tubular polaroplast, and the isofilar polar filament coiled in a two-layer spiral of 14 rings.",Ukraine,Ukraine (),Ukraine (); Northern (),1,1,0,TRUE
345,Microsporidium sp. 25,"Occurrence of Microsporidium sp. and other pathogens in Ips amitinus (Coleoptera: Curculionidae) ::: A new microsporidium is reported from the small spruce bark beetle, Ips amitinus: Microsporidium sp. with uninucleate oval spores measuring 3.5 × 2.5 μm; infecting cells of the midgut epithelium, midgut muscles, the fat body, the Malpighian tubules, and the gonads of adult beetles collected in Austria. Seven other pathogens were found in beetles collected from Austria, the Czech Republic, and Finland. Six of them were already known from I. amitinus. Nosema cf. typographi is recorded for the first time in the overwintering generation of I. amitinus from the Czech Republic.",(Tamsweg) Austria,Austria (Tamsweg),Austria (); Czech Republic (); Finland (); Czechia (Czech Republic),1,4,1,TRUE
346,Microsporidium stagnalis,"Microsporidia of Branchiopods from the Northern regions of Ukraine ::: Four species of Microsporidia parasitizing Branchiopod hosts are described based on the light and ultrastructural data. Microsporidium sp. from the body cavity of Lepidurus apus, produced ovoid spores 3.5±0.4×2.2±0.3 μm in size. Mononuclear (asymmetrical spores of Larssonia hiberna sp. n., measured 3.8±0.1×2.0±0.2 μm, were found in fat tissues and hemocoel of Daphnia magna. Filamentous episporal surfacing inverted polaroplast and 8-9 coiled isofilar polar filament are characteristic features of this species. Berwaldia singularis Larsson and Microsporidium stagnalis sp. n. from D. pulex are presented. Ellipsoidal spores of M. stagnalis, 4.8±0.4×2.4±0.3 μm in sizes, formed a two-layered exospore, tripartite lamellar and tubular polaroplast, and the isofilar polar filament coiled in a two-layer spiral of 14 rings.",Ukraine,Ukraine (),Ukraine (); Northern (),1,1,0,TRUE
347,Microsporidium synapturae,"First report of microsporidian infections in solefishes from Senegal coast (West Africa) ::: Three microsporidian species were isolated from solefishes from Senegal. These microsporidia were: Microsporidium dicologoglossae sp.n in Dicologoglossa cuneata, Microsporidium synapturae sp.n in Synaptura cadenati and Synaptura lusitanica, and Microsporidium vanstraeleniae sp. in Vanstraelenia chirophthalmus. All these species infected the liver of their hosts and induced formation of xenomas.",Senegal,Senegal (),Synaptura (); The Gambia (West Africa); Senegal (Senegal),1,4,0,TRUE
348,Microsporidium vanstraeleniae,"First report of microsporidian infections in solefishes from Senegal coast (West Africa) ::: Three microsporidian species were isolated from solefishes from Senegal. These microsporidia were: Microsporidium dicologoglossae sp.n in Dicologoglossa cuneata, Microsporidium synapturae sp.n in Synaptura cadenati and Synaptura lusitanica, and Microsporidium vanstraeleniae sp. in Vanstraelenia chirophthalmus. All these species infected the liver of their hosts and induced formation of xenomas.",Senegal,Senegal (),Synaptura (); The Gambia (West Africa); Senegal (Senegal),1,4,0,TRUE
350,Mrazekia macrocyclopis,"Ultrastructure and molecular phylogeny of Mrazekia macrocyclopis sp. n. (Microsporidia, Mrazekiidae), a microsporidian parasite of Macrocyclops albidus (Jur.) (Crustacea, Copepoda) ::: The ultrastructure and molecular phylogeny of a new microsporidium Mrazekia macrocyclopis sp.n., a parasite of the copepod Macrocyclops albidus (Jur.) in North-West of Russia are described. All stages of its life cycle are diplokaryotic. Fresh spores are rod-shaped and 7.3-10.5 × 1.6-2.3 μm in size. Spore ultrastructure is typical of Mrazekia. The polar tube consists of the anterior clavate manubrium followed by a thin filament arranged in 3.5-4.5 nearly vertical coils. Spores are enclosed in individual sporophorous vesicles. SSU rDNA sequence analysis showed attribution of the new species to a cluster of microsporidia infecting insects (Cystosporogenes, Endoreticulatus), microsrustaceans (Glugoides), vertebrates (Vittaforma) and ciliates (Euplotespora) nested within the clade IV sensu Vossbrinck, Debrunner-Vossbrinck (2005). Mrazekia macrocyclopis is not therefore closely related to Bacillidium vesiculoformis, another microsporidium with rod-shaped spores, and the polyphyletic nature of the family of Mrazekiidae is obvious.",Russia,Russia (),Russia (); United States (North-West); Vossbrinck (),1,3,0,TRUE
351,Multilamina teevani,"Multilamina teevani gen. et sp. nov., a microsporidian pathogen of the neotropical termite Uncitermes teevani ::: A new genus and species of microsporidia is described from adults of the termite Uncitermes teevani (Emerson) (n. comb., formerly Armitermes teevani), collected in Ecuador. Masses of elongate, ovoid, uninucleate spores were localized to the coelomic cavity of adult workers and measured 6.29×3.33μm (fresh) and 5.83×3.00μm (fixed). These spores were individually contained within a multi-layered sporophorous vesicle and contained an isofilar polar filament with 24–28 coils. Blast-n analysis revealed that the small subunit ribosomal DNA (ssrDNA) sequence of this new species exhibited 85% identity with that of a Varimorpha species from the fire ant, Solenopsis richteri, and slightly less (78–85% identity) to a large clade of microsporidian parasites from mosquitoes and microcrustacea. The morphological and sequence data support the conclusion that Multilamina teevani gen. et sp. nov. is a novel microsporidium and distinct from any previously described genera or species.",Amazonian Ecuador,Ecuador (),Ecuador (Ecuador),1,1,0,TRUE
352,Mutated Thelohaniidae sp.,Unusual polar filament structure in two Microsporidia from water reservoirs with radionuclide and organic pollution ::: Two species of microsporidia with an unusual polar filament structure were found in Cricotopus silvestris and Microtendipes pedellus larvae which were collected near the zone of influence of the Chernobyl atomic power station (Ukraine) and from a high polluted pond in the Mazurian region of Poland. The first microsporidium has separate unikaryotic spores and was assigned to the family Unikaryonidae Sprague. The diameter of the middle coil of the triple-coiled polar filament of this microsporidium was larger than its two other coils. The observed polar filament was thus neither of isofilar nor of the classical anisofilar type. The second polysporoblastic microsporidium has unikaryotic spores and an uncoiled polar filament and was placed in the family Thelohaniidae Hazard and Oldacre. The rare single macrospores of this microsporidium have a double set of the polar filament complex. The relationship between ultrastructural features of microsporidian spores and water pollution is discussed.,Poland (heavily polluted pond),Poland (heavily polluted pond),Ukraine (Chernobyl); Poland (); Cricotopus (); Thelohaniidae Hazard (),1,4,1,TRUE
353,Mutated Unikaryonidae sp.,Unusual polar filament structure in two Microsporidia from water reservoirs with radionuclide and organic pollution ::: Two species of microsporidia with an unusual polar filament structure were found in Cricotopus silvestris and Microtendipes pedellus larvae which were collected near the zone of influence of the Chernobyl atomic power station (Ukraine) and from a high polluted pond in the Mazurian region of Poland. The first microsporidium has separate unikaryotic spores and was assigned to the family Unikaryonidae Sprague. The diameter of the middle coil of the triple-coiled polar filament of this microsporidium was larger than its two other coils. The observed polar filament was thus neither of isofilar nor of the classical anisofilar type. The second polysporoblastic microsporidium has unikaryotic spores and an uncoiled polar filament and was placed in the family Thelohaniidae Hazard and Oldacre. The rare single macrospores of this microsporidium have a double set of the polar filament complex. The relationship between ultrastructural features of microsporidian spores and water pollution is discussed.,Ukraine (irradiated region near Chernobyl),Ukraine (Chernobyl),Ukraine (Chernobyl); Poland (); Cricotopus (); Thelohaniidae Hazard (),2,3,0,TRUE
354,Myospora metanephrops,"Myospora metanephrops (n. g., n. sp.) from marine lobsters and a proposal for erection of a new order and family (Crustaceacida; Myosporidae) in the Class Marinosporidia (Phylum Microsporidia) ::: Abstract In this study we describe, the first microsporidian parasite from nephropid lobsters. Metanephrops challengeri were captured from an important marine fishery situated off the south coast of New Zealand. Infected lobsters displayed an unusual external appearance and were lethargic. Histology was used to demonstrate replacement of skeletal and other muscles by merogonic and sporogonic stages of the parasite, while transmission electron microscopy revealed the presence of diplokaryotic meronts, sporonts, sporoblasts and spore stages, all in direct contact with the host sarcoplasm. Analysis of the ssrDNA gene sequence from the lobster microsporidian suggested a close affinity with Thelohania butleri, a morphologically dissimilar microsporidian from marine shrimps. Whilst morphological features of the lobster parasite are consistent with members of the family Nosematidae, molecular data place the parasite closer to members of the family Thelohanidae. Due to the contradiction between morphological and molecular taxonomic data, we propose the erection of a new genus in which the lobster parasite is the type species (Myospora metanephrops). Furthermore, we recommend the erection of a new family (Myosporidae) and a new order (Crustaceacida) to contain this genus. The taxonomic framework presented could be further applied to the re-classification of existing members of the Phylum Microsporidia.",(Auckland Islands) New Zealand,"New Zealand (Auckland Islands, Auckland)",New Zealand (); Thelohanidae (); Nosematidae (); Myosporidae (),1,3,1,TRUE
357,Myosporidium merluccius,"Myosporidium merluccius n. g., n. sp. Infecting Muscle of Commercial Hake (Merluccius sp.) from Fisheries near Namibia ::: Abstract. A new species of Microsporidia classified to a new genus was observed in the trunk muscle of commercial hake (Merluccius capensis/paradoxus complex) from Namibian fisheries. Macroscopic examination revealed thin and dark filaments inserted among muscle fibers. Inside the filaments were many sporophorous vesicles with about 30–50 spores per vesicle. The shape of the spore was pyriform and the extruded polar filament was of moderate length (up to 4.29 μm, n=12). This new species of Microsporidia is described using macrophotography, microphotography, staining, and transmission electron microscopy (TEM), as well as molecular methods. Its 16S rRNA was found to be similar to that of Microsporidium prosopium Kent et al., 1999, while both sequences were quite different from 16S rRNA sequences known for other Microsporidia. Nevertheless, this new species is separated morphologically from M. prosopium by the presence of 11–12 anisofilar coils and the formation of the xenoma at the site of infection. Type species",Namibia,Namibia (),Namibia (Namibia); United States (Kent),1,3,0,TRUE
358,Myosporidium spraguei,"Two Novel Microsporidia in Skeletal Muscle of Pike-Perch Sander lucioperca and Burbot Lota lota in Finland ::: Two new species of Microsporidia were recognized in skeletal muscle of freshwater fishes from Finland. Myosporidium spraguei n. sp. from pike-perch Sander lucioperca occurred as mature spores within sporophorous vesicles (SPVs) within a xenoma. The ovoid spores were 3.8 μm long and 2.4 μm wide, based on transmission electron micrographs (TEM). The exospore and endospore were equally thick, the nucleus was monokaryotic and the polar filament was isofilar with 12 coils in a single rank, entirely adjacent to the prominent posterior vacuole. Small subunit (SSU) rDNA sequence confirmed the presence of M. spraguei n. sp. in burbot Lota lota . The second species, Microsporidium luciopercae n. sp., also from pike-perch, occurred within SPVs that occupied only a fraction of the volume of the otherwise intact myocyte; no xenoma was produced. Myocyte degeneration and necrosis occurred as mature spores dispersed into direct contact with the sarcoplasm. The ovoid spores were 4.6 μm long and 2.8 μm wide (based on TEM); they were monokaryotic and the polar filament was isofilar with 25 coils in a single rank in the posterior of the spore. The exospore was relatively thin with an irregular profile. Neither infection elicited an inflammatory response, although degenerate spores were observed within host cells, suggesting phagocytosis. Phylogenetic analysis of SSU sequences placed both organisms on distinct clades within the Marinosporidia.",Finland,Finland (),Finland (); Chile (Lota),1,2,0,TRUE
361,Napamichum aequifilum,"Description of a new microsporidium of the water mite Limnochares aquatica and establishment of the new genus Napamichum (Microspora, Thelohaniidae) ::: The new microsporidium Napamichum aequifilum, a parasite of the aquatic mite Limnochares aquatica in Sweden, is described based on an ultrastructural investigation. The fusiform sporophorous vesicles, the pyriform spores, the unique plurilayered exospore, and the characteristic crystalline inclusions of the episporontal space are characteristics shared by Chapmanium dispersus (R. Larsson, 1984, Protistologica, 20, 547-563). The polar filament and the polaroplast differ in some ways. Some traits of ultrastructural cytology are discussed, with comments on two possible cases of reductions of an anisofilar polar filament. The taxonomic position of the species is discussed, and the new genus Napamichum is established for this species and for C. Dispersus.",Sweden (Gardstanga),Sweden (Gardstanga),Sweden (); Thelohaniidae (); Microspora (),1,2,1,TRUE
362,Napamichum cellatum,"Napamichum cellatum N. Sp. (Microspora, Thelohaniidae), a New Parasite of Midge Larvae of the Genus Endochironomus (Diptera, Chironomidae) in Sweden ::: The new microsporidium, Napamichum cellatum, a parasite of the adipose tissue of midge larva of the genus Endochironomus in Sweden, is described based on light microscopic and ultrastructural characteristics. Plurinucleate Plasmodia with nuclei arranged as diplokarya divide, probably by plasmotomy, producing a small number of diplokaryotic merozoites. The number of merogonial cycles is unknown. Each diplokaryotic sporont yields eight monokaryotic sporoblasts in a thin‐walled, more or less fusiform sporophorous vesicle. A small number of multisporoblastic sporophorous vesicles were observed, in which a part of the sporoblasts were anomalous. The sporogony probably begins with a meiotic division. The mature spores are slightly pyriform. Fixed and stained spores measure 2.1‐2.4 × 3.7‐4.5 μm. The five‐layered spore wall is of the Napamichum type. The polar filament is anisofilar with seven to eight coils (142‐156 and 120 nm wide). The angle of tilt is 55‐65°. The polaroplast has an anterior lamellar and a posterior tubular part. The granular, tubular and crystal‐like inclusions of the episporontal space disappear more or less completely when the spores mature. The crystal‐like inclusions are prominent in haematoxylin staining, but not visible with the Giemsa technique. The microsporidium is compared to other octosporoblastic microsporidia of midge larva and to the species of the genera Chapmanium and Napamichum.","Sweden (small pond, near the village of Vikhog, Scania)","Sweden (small pond, near the village of Vikhog, Scania)",Sweden (); Diptera (); Chironomidae (); Thelohaniidae (); Microspora (),1,4,1,TRUE
371,Neonosemoides tilapiae,"Occurrence of Neonosemoides tilapiae (Sakiti & Bouix, 1987) (Protozoa, Microspora) in a continental freshwater cichlid fish in Cameroon ::: Neonosemoides tilapiae, Microsporidia previously described in brackish water Cichlidae from Benin and Senegal was found in Tilapia nyongana from the Nyong basin in Cameroon. Characteristics of this parasite correspond with those from Benin and Senegal. Despite the difference in the host's environment (freshwater in Cameroon and coastal brackish lagoons in Benin and Senegal), the species is alike. Extension of this parasite into African freshwaters is discussed.",Senegal; Benin,Senegal (); Benin (),Cameroon (Nyong); Benin (); Senegal (Senegal); Cichlidae (),2,4,0,TRUE
374,Nosema acari,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",Germany,Germany (),Germany (Hessen); Oribatei (); Damaeus (); Pleistophora (); Forest Soils (); Carabodidae (); Cepheus (); Microtritia (); Waldböden (); Thelohania (); Norway (Moss); Brazil (Federal),1,14,0,TRUE
375,Nosema adaliae,"Nosema adaliae sp. nov., a new microsporidian pathogen from the two-spotted lady beetle, Adalia bipunctata L. (Coleoptera: Coccinellidae) and its relationship to microsporidia that infect other coccinellids ::: Graphical abstract Highlights • This is the first formal description of a microsporidium from Adalia bipunctata. • Diplokaryotic spores (6.10×3.01μm) had isofilar polar filaments with 10–18 coils. • Flight muscles and fat body were the most heavily infected host tissues. • The genome sequence of the microsporidium was 97% similar to Nosema bombi. Abstract The two-spotted lady beetle, Adalia bipunctata L., is a tree-dwelling lady beetle endemic to parts of Europe, Central Asia and North America that is commercially available for aphid control in Europe and North America. Lady beetles host a wide variety of symbionts including parasitoids, viruses, eugregarines, fungi, bacteria, nematodes and microsporidia. Four species of microsporidia have been described from lady beetles, and an undescribed microsporidium was recently isolated from local populations of A. bipunctata in Nova Scotia, Canada. In a previous study, this pathogen prolonged the development of A. bipunctata larvae but had no effect on adult fecundity, longevity or sex ratios. The objective of this study was to formally describe the microsporidium by means of its ultrastructure, tissue pathology and molecular characterization. All stages of the microsporidium were diplokaryotic and developed in direct contact with the host cell cytoplasm. Mature spores measured 4.25±0.09×1.82±0.03μm (SE, n=49, from micrographs) and fresh spores measured 6.10±0.06×3.01±0.05μm (±SE, n=60; range: 5.0–6.9×2.18–3.86μm). The polar filament was isofilar with 10–18 coils that were frequently arranged in a single row. The lamellar polaroplast was not typically visible and spores contained a relatively small posterior vacuole. Both the flight muscles and fat body were heavily infected and a large number of spores were observed within and between the cells of these tissues. The ovaries, developing oocytes, spermatocytes and accessory glands within the testes, midgut epithelium, Malpighian tubules, ileum, colon, and ventral nerve cord were also infected but not as heavily. Connective tissue near the cuticle and surrounding the trachea were lightly infected. The presence of spores in both the alimentary canal and ovaries (particularly within developing oocytes) suggests that the microsporidium can be transmitted per os (horizontally) and transovarially (vertically). Molecular analysis of the genome of the microsporidium described in this study was 97% similar to Nosema bombi and 96% similar to Nosema thomsoni, Nosema vespula and Nosema oulemae. Based on information gained during this study, we propose that the microsporidium in A. bipunctata be given the name Nosema adaliae sp. Nov.",(Nova Scotia) Canada,Canada (Nova Scotia),Canada (Nova Scotia); SE (); Central Asia (); Coccinellidae (); Europe (); North America (); Central (); Asia (),2,7,0,TRUE
377,Nosema aegypti,"Nosema Aegypti n,Sp. (Microsporida) Hyperparasite of Procamallanus Elatensis, an Intestinal Nematode of Siganid Fishes from the Red Sea ::: During a survey of parasites of fishes from the Red Sea, Egypt, Nosema aegypti (Microsporidia) n. sp. was observed for the first time in the coelomic cavity and musculature of Procamallanus elatensis. Procamallanus elatensis is a common camallanid nematode infecting the digestive tract of siganid fishes in the Red Sea. During a recent survey (1993-1994) of parasites of fishes from the Red Sea, 69% of Siganus luridus (9/13) and 49% of Siganus rivulatus (38/78) were infected with P. Elatensis. Nosema aegypti was noted in most of the host tissues of one Nematode in different stages of development. Spores (1.5 to 2.5 μm long) were observed beneath the cuticle and in the musculature of the nematode. Both the polaroplast and diplokaryon spores are small for microsporidians. The schizonts are small, irregularly shaped cells with electron dense grains in their cytoplasm. Sporonts contain two elongated nuclei and mature spores are characterized by 9 to 10 coils of the polar filament. Only one nematode was infected with N. aegypti. This is the first record of Nosema in nematodes from siganid fishes.",Egypt (Red Sea),Egypt (Red Sea),Egypt (Red Sea); Procamallanus Elatensis (),2,1,0,TRUE
385,Nosema bengalis,"Glugea Nemipteri Sp. n. and Nosema Bengalis Sp. n., Two New Microsporidia of Nemipterus Japonicus in India ::: Two microsporidia, Glugea nemipteri sp. n. and Nosema bengalis sp. n. are described from muscles, gonads and liver, and gills respectively of Nemipterus japonicus collected in the Gulf of Bengal. Infections are distributed in separate areas and do not interfere. Number of infected fishes decreases with the age of the hosts.",India,India (),India (); United States (Gulf of Bengal); Serbia (India),1,4,0,TRUE
386,Nosema birgii,"Etude d’une Infection Microsporidienne Due/l Nosema Birgii n.Sp. (Microsporida, Nosematidae) Chez Mesoplatys Cincta Olivier, 1790 (Coleoptera, Chrysomelidae) ::: Nosema birgii n. sp. (Microsporida, Nosematidae) was found in larvae and adults of Mesoplatys cincta (Coleoptera, Chrysomelidae) from Senegal. It attacked various tissues and caused a general infection. Its life cycle and the ultrastructure of its stages were typical of the genus Nosema. The living spores were oval, elongate and measured 6.20 ± 0.21 μm x 3.5 ± 0.18 μm. Their polar filament formed 12 – 14 coils and their polaroplast was lamellar and vesicular.",Senegal,Senegal (),Coleoptera (); Senegal (Senegal); Nosematidae (); Microsporida (); Chrysomelidae (),1,5,0,TRUE
393,Nosema chaetocnemae,"Nosema chaetocnemae sp. n. (Microspora: Nosematidae), a microsporidian parasite of Chaetocnema tibialis (Coleoptera: Chrysomelidae) ::: A microsporidian parasite infecting Chaetocnema tibialis is reported for the first time and described by light and electron microscopy in the present study. The infection rate in the population at Samsun (Turkey) reaches up to 42%. Spores are oval, measure 3.52 ± 0.41 μm (2.85-4.27) in length and 2.09 ± 0.26 μm (1.90-2.85) in width, possess a diplokaryon and have 13 coils of the polar filament. The morphological and ultrastructural features indicate that the described microsporidian is a member of the genus Nosema. It is described as Nosema chaetocnemae sp. n. after the name of the genus of its host.",Turkey,Turkey (),Turkey (Samsun); Nosematidae (); Coleoptera (); Chrysomelidae (),1,4,0,TRUE
